Year,State,Format,Revenue,Federal Revenue,State Revenue,Local Revenue
2008,South Carolina,Total,7727384000,693967000,3916453000,3116964000
2008,South Carolina,Per Student,10873.15,976.48,5510.81,4385.86
2008,South Dakota,Total,1187872000,180925000,394721000,612226000
2008,South Dakota,Per Student,9768.2,1487.8,3245.9,5034.5
2008,Tennessee,Total,8054383000,840919000,3711646000,3501818000
2008,Tennessee,Per Student,8361.55,872.99,3853.2,3635.37
2008,Texas,Total,46101861000,4501845000,19923849000,21676167000
2008,Texas,Per Student,10062.58,982.61,4348.74,4731.22
2008,Utah,Total,4194845000,380907000,2363716000,1450222000
2008,Utah,Per Student,7540.43,684.7,4248.89,2606.84
2008,Vermont,Total,1457977000,94504000,1290067000,73406000
2008,Vermont,Per Student,16260.81,1054,14388.11,818.7
2008,Virginia,Total,14535889000,897627000,5957786000,7680476000
2008,Virginia,Per Student,11809.57,729.27,4840.36,6239.94
2008,Washington,Total,11106719000,895642000,6932500000,3278577000
2008,Washington,Per Student,10785.56,869.74,6732.04,3183.77
2008,West Virginia,Total,2965589000,320529000,1723068000,921992000
2008,West Virginia,Per Student,10526.16,1137.7,6115.92,3272.55
2008,Wisconsin,Total,10427207000,629423000,5221550000,4576234000
2008,Wisconsin,Per Student,12013.89,725.2,6016.1,5272.59
2008,Wyoming,Total,1600390000,100207000,846239000,653944000
2008,Wyoming,Per Student,18611.13,1165.32,9841.02,7604.8
2009,United States,Total,590947579000,55900112000,276153850000,258893617000
2009,United States,Per Student,12250.42,1158.82,5724.71,5366.9
2009,Alabama,Total,7184885000,728795000,4161103000,2294987000
2009,Alabama,Per Student,9635.5,977.37,5580.37,3077.76
2009,Alaska,Total,2158835000,312667000,1357747000,488421000
2009,Alaska,Per Student,16576.33,2400.77,10425.28,3750.28
2009,Arizona,Total,8719722000,1044140000,3806064000,3869518000
2009,Arizona,Per Student,8882.07,1063.58,3876.93,3941.56
2009,Arkansas,Total,4732685000,534510000,3530487000,667688000
2009,Arkansas,Per Student,9975.67,1126.65,7441.64,1407.37
2009,California,Total,71453144000,9745250000,40084244000,21623650000
2009,California,Per Student,11588.47,1580.51,6500.97,3506.98
2009,Colorado,Total,8262667000,560538000,3634018000,4068111000
2009,Colorado,Per Student,10170.5,689.97,4473.11,5007.43
2009,Connecticut,Total,9501924000,403017000,3606594000,5492313000
2009,Connecticut,Per Student,17373.36,736.88,6594.31,10042.17
2009,Delaware,Total,1674367000,109682000,1047418000,517267000
2009,Delaware,Per Student,14334.84,939.03,8967.31,4428.5
2009,District of Columbia,Total,801008000,75856000,0,725152000
2009,District of Columbia,Per Student,18068.8,1711.13,0,16357.67
2009,Florida,Total,26487591000,2694566000,9047586000,14745439000
2009,Florida,Per Student,10097.95,1027.26,3449.24,5621.45
2009,Georgia,Total,17968445000,1644548000,7739086000,8584811000
2009,Georgia,Per Student,10892.62,996.94,4691.5,5204.18
2009,Hawaii,Total,2689758000,392837000,2205032000,91889000
2009,Hawaii,Per Student,14986.56,2188.78,12285.81,511.98
2009,Idaho,Total,2181398000,218777000,1459554000,503067000
2009,Idaho,Per Student,8141.03,816.48,5447.09,1877.46
2009,Illinois,Total,26371090000,3346509000,7879160000,15145421000
2009,Illinois,Per Student,12457.3,1580.84,3721.99,7154.46
2009,Indiana,Total,12710067000,1403839000,5804809000,5501419000
2009,Indiana,Per Student,12360.08,1365.18,5644.97,5349.93
2009,Iowa,Total,5527244000,431142000,2545353000,2550749000
2009,Iowa,Per Student,11336.56,884.29,5220.61,5231.67
2009,Kansas,Total,5613161000,378810000,3291485000,1942866000
2009,Kansas,Per Student,11938.83,805.7,7000.78,4132.35
2009,Kentucky,Total,6705234000,719997000,3870440000,2114797000
2009,Kentucky,Per Student,10009.93,1074.85,5778,3157.08
2009,Louisiana,Total,7931699000,1238259000,3568903000,3124537000
2009,Louisiana,Per Student,11967.43,1868.3,5384.8,4714.33
2009,Maine,Total,2551991000,245063000,1107152000,1199776000
2009,Maine,Per Student,13665.87,1312.31,5928.78,6424.78
2009,Maryland,Total,13141453000,694846000,5697257000,6749350000
2009,Maryland,Per Student,15574.48,823.49,6752.06,7998.94
2009,Massachusetts,Total,15170426000,1181681000,5974489000,8014256000
2009,Massachusetts,Per Student,16269.65,1267.3,6407.39,8594.96
2009,Michigan,Total,18647707000,2094714000,10130740000,6422253000
2009,Michigan,Per Student,11987.38,1346.55,6512.39,4128.44
2009,Minnesota,Total,10170640000,575703000,6590788000,3004149000
2009,Minnesota,Per Student,12664.27,716.85,8206.71,3740.71
2009,Mississippi,Total,4380745000,675576000,2334363000,1370806000
2009,Mississippi,Per Student,8918.56,1375.38,4752.43,2790.76
2009,Missouri,Total,9396217000,758650000,3927189000,4710378000
2009,Missouri,Per Student,10456.88,844.29,4370.5,5242.09
2009,Montana,Total,1595318000,195705000,765177000,634436000
2009,Montana,Per Student,11265.65,1382.01,5403.45,4480.2
2009,Nebraska,Total,3446377000,297732000,1182776000,1965869000
2009,Nebraska,Per Student,11796.16,1019.07,4048.37,6728.72
2009,Nevada,Total,4441108000,425133000,2272415000,1743560000
2009,Nevada,Per Student,10304.55,986.42,5272.61,4045.52
2009,New Hampshire,Total,2716562000,146867000,1002239000,1567456000
2009,New Hampshire,Per Student,13724.58,742,5063.5,7919.08
2009,New Jersey,Total,25651702000,1014556000,10401527000,14235619000
2009,New Jersey,Per Student,18874.29,746.5,7653.35,10474.44
2009,New Mexico,Total,3703462000,519973000,2615320000,568169000
2009,New Mexico,Per Student,11265.73,1581.73,7955.66,1728.34
2009,New York,Total,55677184000,3197833000,25768345000,26711006000
2009,New York,Per Student,20645.19,1185.76,9554.94,9904.48
2009,North Carolina,Total,15410562000,1377661000,8229140000,5803761000
2009,North Carolina,Per Student,10612.87,948.76,5667.2,3996.9
2009,North Dakota,Total,1104033000,160294000,407374000,536365000
2009,North Dakota,Per Student,11664,1693.49,4303.87,5666.65
2009,Ohio,Total,22150278000,1531263000,10226228000,10392787000
2009,Ohio,Per Student,12810.5,885.6,5914.29,6010.62
2009,Oklahoma,Total,6028778000,768972000,3014993000,2244813000
2009,Oklahoma,Per Student,9353.48,1193.04,4677.68,3482.77
2009,Oregon,Total,6104185000,656298000,3117315000,2330572000
2009,Oregon,Per Student,10862.12,1167.85,5547.12,4147.15
2009,Pennsylvania,Total,25473158000,1811141000,9858461000,13803556000
2009,Pennsylvania,Per Student,15023.26,1068.15,5814.21,8140.9
2009,Rhode Island,Total,2166937000,206225000,765069000,1195643000
2009,Rhode Island,Per Student,15311.77,1457.2,5406.05,8448.52
2009,South Carolina,Total,7656698000,734602000,3654658000,3267438000
2009,South Carolina,Per Student,10719.31,1028.44,5116.49,4574.39
2009,South Dakota,Total,1255234000,201889000,412798000,640547000
2009,South Dakota,Per Student,9913.08,1594.4,3260.03,5058.65
2009,Tennessee,Total,8081576000,870374000,3800870000,3410332000
2009,Tennessee,Per Student,8323.73,896.45,3914.76,3512.52
2009,Texas,Total,47930801000,4913841000,19708771000,23308189000
2009,Texas,Per Student,10313.9,1057.38,4240.99,5015.53
2009,Utah,Total,4234810000,535223000,2224007000,1475580000
2009,Utah,Per Student,7953.7,1005.24,4177.06,2771.39
2009,Vermont,Total,1507266000,102453000,1336424000,68389000
2009,Vermont,Per Student,17108.39,1162.9,15169.23,776.26
2009,Virginia,Total,15000778000,914507000,6317714000,7768557000
2009,Virginia,Per Student,12145.75,740.45,5115.29,6290
2009,Washington,Total,11925646000,1385421000,7146416000,3393809000
2009,Washington,Per Student,11509.83,1337.12,6897.24,3275.48
2009,West Virginia,Total,3096506000,355325000,1793917000,947264000
2009,West Virginia,Per Student,10984.1,1260.43,6363.48,3360.19
2009,Wisconsin,Total,10781347000,1258519000,4785070000,4737758000
2009,Wisconsin,Per Student,12434.73,1451.52,5518.89,5464.32
2009,Wyoming,Total,1673170000,108333000,945765000,619072000
2009,Wyoming,Per Student,19238.25,1245.62,10874.49,7118.14
2010,United States,Total,592895329000,73967088000,257746984000,261181257000
2010,United States,Per Student,12289.83,1533.23,5342.71,5413.89
2010,Alabama,Total,7279751000,1134111000,3800128000,2345512000
2010,Alabama,Per Student,9720.73,1514.39,5074.35,3131.99
2010,Alaska,Total,2230140000,366970000,1356673000,506497000
2010,Alaska,Per Student,16989.6,2795.64,10335.38,3858.58
2010,Arizona,Total,8733504000,1579806000,3139588000,4014110000
2010,Arizona,Per Student,9059.33,1638.75,3256.72,4163.87
2010,Arkansas,Total,5049424000,787738000,3677112000,584574000
2010,Arkansas,Per Student,10632.67,1658.76,7742.97,1230.95
2010,California,Total,64981631000,9715980000,34173911000,21091740000
2010,California,Per Student,10581.13,1582.08,5564.63,3434.42
2010,Colorado,Total,8741450000,714230000,3817875000,4209345000
2010,Colorado,Per Student,10585.6,864.91,4623.32,5097.37
2010,Connecticut,Total,9544243000,818573000,3238401000,5487269000
2010,Connecticut,Per Student,17572.6,1507.13,5962.46,10103.01
2010,Delaware,Total,1695556000,180584000,992422000,522550000
2010,Delaware,Per Student,14414.56,1535.21,8436.95,4442.39
2010,District of Columbia,Total,1195934000,80585000,0,1115349000
2010,District of Columbia,Per Student,27263.35,1837.07,0,25426.28
2010,Florida,Total,26223878000,4200103000,8216582000,13807193000
2010,Florida,Per Student,9980.96,1598.58,3127.28,5255.1
2010,Georgia,Total,17835820000,2598486000,6739406000,8497928000
2010,Georgia,Per Student,10740.31,1564.75,4058.31,5117.25
2010,Hawaii,Total,2564856000,382400000,2093300000,89156000
2010,Hawaii,Per Student,14233.7,2122.13,11616.8,494.77
2010,Idaho,Total,2177156000,444112000,1231537000,501507000
2010,Idaho,Per Student,8163.1,1665.17,4617.57,1880.37
2010,Illinois,Total,27530500000,3809939000,8696107000,15024454000
2010,Illinois,Per Student,13123.54,1816.16,4145.35,7162.02
2010,Indiana,Total,13722748000,1477561000,7342841000,4902346000
2010,Indiana,Per Student,13373.68,1439.98,7156.06,4777.64
2010,Iowa,Total,5533487000,728361000,2217889000,2587237000
2010,Iowa,Per Student,11263.98,1482.65,4514.74,5266.59
2010,Kansas,Total,5452260000,673692000,2860999000,1917569000
2010,Kansas,Per Student,11565.95,1429.11,6069.08,4067.77
2010,Kentucky,Total,6880616000,1059915000,3662243000,2158458000
2010,Kentucky,Per Student,10120.03,1558.93,5386.44,3174.67
2010,Louisiana,Total,8038981000,1549575000,3348043000,3141363000
2010,Louisiana,Per Student,12110.51,2334.39,5043.74,4732.38
2010,Maine,Total,2668585000,320917000,1083913000,1263755000
2010,Maine,Per Student,14144.42,1700.97,5745.11,6698.34
2010,Maryland,Total,13321816000,1004498000,5544725000,6772593000
2010,Maryland,Per Student,15705.02,1184.2,6536.65,7984.18
2010,Massachusetts,Total,14783250000,1092892000,5742989000,7947369000
2010,Massachusetts,Per Student,15903.34,1175.7,6178.12,8549.52
2010,Michigan,Total,18408579000,2383817000,9694417000,6330345000
2010,Michigan,Per Student,12080.82,1564.4,6362.06,4154.35
2010,Minnesota,Total,10224729000,1245368000,5978487000,3000874000
2010,Minnesota,Per Student,12757.09,1553.81,7459.18,3744.1
2010,Mississippi,Total,4454915000,945973000,2109089000,1399853000
2010,Mississippi,Per Student,9061.13,1924.07,4289.81,2847.25
2010,Missouri,Total,9508380000,1430854000,3471772000,4605754000
2010,Missouri,Per Student,10595.65,1594.47,3868.77,5132.42
2010,Montana,Total,1609439000,256049000,744931000,608459000
2010,Montana,Per Student,11358.63,1807.07,5257.36,4294.21
2010,Nebraska,Total,3643592000,465728000,1184996000,1992868000
2010,Nebraska,Per Student,12353.34,1579.02,4017.64,6756.68
2010,Nevada,Total,4261391000,358496000,2341891000,1561004000
2010,Nevada,Per Student,10053.79,845.79,5525.17,3682.84
2010,New Hampshire,Total,2803441000,185175000,1060998000,1557268000
2010,New Hampshire,Per Student,14221.21,939.35,5382.2,7899.66
2010,New Jersey,Total,25785093000,2386865000,9059511000,14338717000
2010,New Jersey,Per Student,18826.79,1742.75,6614.73,10469.3
2010,New Mexico,Total,3638592000,753816000,2307843000,576933000
2010,New Mexico,Per Student,10978.26,2274.39,6963.16,1740.71
2010,New York,Total,55244109000,3694050000,23111427000,28438632000
2010,New York,Per Student,20479.62,1369.43,8567.67,10542.53
2010,North Carolina,Total,16621268000,1927843000,7451302000,7242123000
2010,North Carolina,Per Student,11507.31,1334.69,5158.72,5013.9
2010,North Dakota,Total,1260887000,277985000,552616000,430286000
2010,North Dakota,Per Student,13272.91,2926.25,5817.19,4529.47
2010,Ohio,Total,22592809000,2310440000,9987732000,10294637000
2010,Ohio,Per Student,13530.67,1383.71,5981.58,6165.38
2010,Oklahoma,Total,5777769000,768319000,2658186000,2351264000
2010,Oklahoma,Per Student,8840.02,1175.53,4067.04,3597.45
2010,Oregon,Total,6171946000,813110000,2947614000,2411222000
2010,Oregon,Per Student,11016.41,1451.33,5261.25,4303.83
2010,Pennsylvania,Total,26432628000,2977089000,9430947000,14024592000
2010,Pennsylvania,Per Student,15611.51,1758.31,5570.06,8283.14
2010,Rhode Island,Total,2193345000,247217000,736525000,1209603000
2010,Rhode Island,Per Student,15553.1,1753.03,5222.73,8577.35
2010,South Carolina,Total,7742335000,1058473000,3377539000,3306323000
2010,South Carolina,Per Student,10819.51,1479.16,4719.94,4620.42
2010,South Dakota,Total,1289528000,250554000,398601000,640373000
2010,South Dakota,Per Student,10436.62,2027.82,3226.02,5182.77
2010,Tennessee,Total,8371308000,1094293000,3834174000,3442841000
2010,Tennessee,Per Student,8617.59,1126.49,3946.97,3544.13
2010,Texas,Total,50391053000,7984614000,18899565000,23506874000
2010,Texas,Per Student,10656.17,1688.5,3996.68,4970.99
2010,Utah,Total,4246006000,570301000,2171889000,1503816000
2010,Utah,Per Student,7742.58,1039.94,3960.43,2742.2
2010,Vermont,Total,1572132000,173528000,1326528000,72076000
2010,Vermont,Per Student,17332.75,1913.15,14624.96,794.64
2010,Virginia,Total,14693082000,1532041000,5489710000,7671331000
2010,Virginia,Per Student,11804.77,1230.88,4410.56,6163.33
2010,Washington,Total,11830765000,1400984000,6931430000,3498351000
2010,Washington,Per Student,11432.29,1353.8,6697.97,3380.52
2010,West Virginia,Total,3176039000,513794000,1677745000,984500000
2010,West Virginia,Per Student,11269.42,1823.08,5953.08,3493.27
2010,Wisconsin,Total,11049388000,1115342000,4951919000,4982127000
2010,Wisconsin,Per Student,12775.37,1289.56,5725.44,5760.36
2010,Wyoming,Total,1715195000,123942000,880916000,710337000
2010,Wyoming,Per Student,19510.14,1409.83,10020.32,8080
2011,United States,Total,599410800000,73706700000,266249667000,259454433000
2011,United States,Per Student,12416.34,1526.78,5515.16,5374.4
2011,Alabama,Total,7375156000,1077070000,3965614000,2332472000
2011,Alabama,Per Student,9873.92,1441.99,5309.2,3122.73
2011,Alaska,Total,2357828000,420152000,1416163000,521513000
2011,Alaska,Per Student,17902.48,3190.12,10752.62,3959.74
2011,Arizona,Total,8335541000,1245814000,3054501000,4035226000
2011,Arizona,Per Student,8806.04,1316.13,3226.91,4262.99
2011,Arkansas,Total,5156817000,827026000,3701224000,628567000
2011,Arkansas,Per Student,10843.88,1739.09,7783.02,1321.77
2011,California,Total,68589875000,9990221000,37752712000,20846942000
2011,California,Per Student,11058.24,1610.65,6086.59,3361
2011,Colorado,Total,8699604000,969288000,3493923000,4236393000
2011,Colorado,Per Student,10420.78,1161.06,4185.18,5074.55
2011,Connecticut,Total,9588416000,796156000,3185501000,5606759000
2011,Connecticut,Per Student,18086.85,1501.81,6008.88,10576.16
2011,Delaware,Total,1711831000,192182000,1010026000,509623000
2011,Delaware,Per Student,14279.78,1603.15,8425.45,4251.18
2011,District of Columbia,Total,1283071000,155505000,0,1127566000
2011,District of Columbia,Per Student,29029.41,3518.29,0,25511.12
2011,Florida,Total,26446473000,4710376000,9069119000,12666978000
2011,Florida,Per Student,10031.27,1786.67,3439.96,4804.64
2011,Georgia,Total,18027907000,2267161000,7492489000,8268257000
2011,Georgia,Per Student,10820.82,1360.81,4497.19,4962.82
2011,Hawaii,Total,2499513000,347363000,2088870000,63280000
2011,Hawaii,Per Student,13917.03,1934.08,11630.61,352.34
2011,Idaho,Total,2089170000,292602000,1320153000,476415000
2011,Idaho,Per Student,7862.51,1101.2,4968.34,1792.97
2011,Illinois,Total,28695030000,2894897000,10030682000,15769451000
2011,Illinois,Per Student,13848.19,1397.07,4840.8,7610.32
2011,Indiana,Total,11853770000,1024389000,7340384000,3488997000
2011,Indiana,Per Student,11584.77,1001.14,7173.81,3409.82
2011,Iowa,Total,5876820000,596688000,2537754000,2742378000
2011,Iowa,Per Student,11908.62,1209.11,5142.43,5557.08
2011,Kansas,Total,5537274000,612100000,2945175000,1979999000
2011,Kansas,Per Student,11471.65,1268.1,6101.56,4101.99
2011,Kentucky,Total,7103316000,1164688000,3704150000,2234478000
2011,Kentucky,Per Student,10555.36,1730.7,5504.28,3320.38
2011,Louisiana,Total,7981173000,1497262000,3269321000,3214590000
2011,Louisiana,Per Student,11999.8,2251.15,4915.47,4833.18
2011,Maine,Total,2596753000,289290000,1043281000,1264182000
2011,Maine,Per Student,13898.64,1548.37,5583.97,6766.3
2011,Maryland,Total,13439078000,1255964000,5508339000,6674775000
2011,Maryland,Per Student,15774.1,1474.19,6465.41,7834.51
2011,Massachusetts,Total,15255880000,1197383000,5783240000,8275257000
2011,Massachusetts,Per Student,16494.57,1294.6,6252.81,8947.16
2011,Michigan,Total,18409697000,2525528000,9845508000,6038661000
2011,Michigan,Per Student,12644.32,1734.61,6762.18,4147.53
2011,Minnesota,Total,10756413000,842906000,6289912000,3623595000
2011,Minnesota,Per Student,13464.18,1055.1,7873.3,4535.78
2011,Mississippi,Total,4507702000,1006465000,2071467000,1429770000
2011,Mississippi,Per Student,9189.53,2051.81,4222.95,2914.77
2011,Missouri,Total,9842940000,1344755000,3828396000,4669789000
2011,Missouri,Per Student,10976.82,1499.67,4269.42,5207.74
2011,Montana,Total,1618205000,264517000,713642000,640046000
2011,Montana,Per Student,11433.73,1869,5042.37,4522.37
2011,Nebraska,Total,3801928000,571969000,1153077000,2076882000
2011,Nebraska,Per Student,12772.76,1921.56,3873.82,6977.39
2011,Nevada,Total,4145291000,447002000,2359671000,1338618000
2011,Nevada,Per Student,9648.96,1040.48,5492.59,3115.89
2011,New Hampshire,Total,2845195000,184768000,1061011000,1599416000
2011,New Hampshire,Per Student,15032.07,976.19,5605.66,8450.22
2011,New Jersey,Total,25306154000,1283994000,9331426000,14690734000
2011,New Jersey,Per Student,18083.46,917.53,6668.12,10497.81
2011,New Mexico,Total,3591323000,636436000,2355210000,599677000
2011,New Mexico,Per Student,10837.71,1920.6,7107.43,1809.67
2011,New York,Total,57536081000,5118477000,23188002000,29229602000
2011,New York,Per Student,21489.44,1911.73,8660.6,10917.11
2011,North Carolina,Total,14409515000,2046954000,7488570000,4873991000
2011,North Carolina,Per Student,9950.52,1413.53,5171.25,3365.74
2011,North Dakota,Total,1262676000,186844000,630430000,445402000
2011,North Dakota,Per Student,13118.03,1941.14,6549.58,4627.31
2011,Ohio,Total,22787387000,2533882000,9834235000,10419270000
2011,Ohio,Per Student,13764.37,1530.55,5940.22,6293.6
2011,Oklahoma,Total,5833144000,968529000,2741058000,2123557000
2011,Oklahoma,Per Student,8862.76,1471.56,4164.71,3226.49
2011,Oregon,Total,6062018000,848637000,2792762000,2420619000
2011,Oregon,Per Student,10832.17,1516.42,4990.36,4325.38
2011,Pennsylvania,Total,27043817000,3371827000,9261234000,14410756000
2011,Pennsylvania,Per Student,16185.63,2018.03,5542.81,8624.78
2011,Rhode Island,Total,2198504000,234111000,768713000,1195680000
2011,Rhode Island,Per Student,15798.73,1682.35,5524.07,8592.31
2011,South Carolina,Total,7761414000,1041572000,3338715000,3381127000
2011,South Carolina,Per Student,10877.78,1459.78,4679.28,4738.72
2011,South Dakota,Total,1295143000,262395000,374648000,658100000
2011,South Dakota,Per Student,10310.58,2088.92,2982.56,5239.11
2011,Tennessee,Total,8645594000,1272825000,3955476000,3417293000
2011,Tennessee,Per Student,8764.96,1290.4,4010.09,3464.47
2011,Texas,Total,50856161000,7818075000,19623258000,23414828000
2011,Texas,Per Student,10594.6,1628.7,4088.01,4877.89
2011,Utah,Total,4136281000,500782000,2058112000,1577387000
2011,Utah,Per Student,7584.01,918.2,3773.62,2892.19
2011,Vermont,Total,1506288000,106823000,1329172000,70293000
2011,Vermont,Per Student,17317.24,1228.1,15281,808.13
2011,Virginia,Total,14418028000,1427301000,5351177000,7639550000
2011,Virginia,Per Student,11526.57,1141.06,4278.03,6107.48
2011,Washington,Total,11816324000,1367629000,6758505000,3690190000
2011,Washington,Per Student,11329.4,1311.27,6480,3538.12
2011,West Virginia,Total,3464575000,510256000,1927726000,1026593000
2011,West Virginia,Per Student,12280.07,1808.58,6832.76,3638.72
2011,Wisconsin,Total,11405841000,1002909000,5226954000,5175978000
2011,Wisconsin,Per Student,13197.37,1160.44,6047.96,5988.98
2011,Wyoming,Total,1646865000,154955000,878979000,612931000
2011,Wyoming,Per Student,18679.35,1757.56,9969.7,6952.09
2012,United States,Total,594525532000,59532214000,270431959000,264561359000
2012,United States,Per Student,12331.36,1234.79,5609.17,5487.4
2012,Alabama,Total,7135105000,789954000,3948651000,2396500000
2012,Alabama,Per Student,9582.2,1060.88,5302.9,3218.42
2012,Alaska,Total,2383402000,352005000,1507913000,523484000
2012,Alaska,Per Student,18225.77,2691.77,11530.94,4003.06
2012,Arizona,Total,7869244000,1050228000,2845535000,3973481000
2012,Arizona,Per Student,8347.22,1114.02,3018.37,4214.83
2012,Arkansas,Total,5151611000,666267000,3823172000,662172000
2012,Arkansas,Per Student,10830.2,1400.69,8037.43,1392.08
2012,California,Total,66568626000,8793325000,36413273000,21362028000
2012,California,Per Student,10731.62,1417.58,5870.24,3443.8
2012,Colorado,Total,8570286000,705634000,3702427000,4162225000
2012,Colorado,Per Student,10164.97,836.93,4391.34,4936.69
2012,Connecticut,Total,9867251000,509564000,3735476000,5622211000
2012,Connecticut,Per Student,18886.46,975.33,7149.91,10761.22
2012,Delaware,Total,1815111000,183793000,1090060000,541258000
2012,Delaware,Per Student,15301.38,1549.37,9189.2,4562.8
2012,District of Columbia,Total,1331006000,137742000,0,1193264000
2012,District of Columbia,Per Student,29831.14,3087.14,0,26744
2012,Florida,Total,24131880000,3068321000,8702317000,12361242000
2012,Florida,Per Student,9077.05,1154.13,3273.32,4649.6
2012,Georgia,Total,17556060000,1862297000,7455147000,8238616000
2012,Georgia,Per Student,10517.93,1115.71,4466.42,4935.8
2012,Hawaii,Total,2535038000,318728000,2161254000,55056000
2012,Hawaii,Per Student,13874.96,1744.49,11829.14,301.34
2012,Idaho,Total,1981212000,266087000,1238989000,476136000
2012,Idaho,Per Student,7404.85,994.51,4630.77,1779.58
2012,Illinois,Total,29153117000,2430413000,10142137000,16580567000
2012,Illinois,Per Student,14073.56,1173.27,4896.08,8004.21
2012,Indiana,Total,12142555000,1096902000,7462594000,3583059000
2012,Indiana,Per Student,12062.62,1089.68,7413.46,3559.47
2012,Iowa,Total,6031265000,512246000,2681035000,2837984000
2012,Iowa,Per Student,12163,1033.02,5406.73,5723.24
2012,Kansas,Total,5612118000,410051000,3173205000,2028862000
2012,Kansas,Per Student,11557.29,844.44,6534.73,4178.13
2012,Kentucky,Total,7191188000,983232000,3920971000,2286985000
2012,Kentucky,Per Student,10546.94,1442.05,5750.68,3354.2
2012,Louisiana,Total,8449930000,1527734000,3588546000,3333650000
2012,Louisiana,Per Student,12697.53,2295.69,5392.43,5009.41
2012,Maine,Total,2555729000,239982000,1012326000,1303421000
2012,Maine,Per Student,13648.97,1281.63,5406.37,6960.97
2012,Maryland,Total,13748192000,859635000,5980541000,6908016000
2012,Maryland,Per Student,16102.77,1006.86,7004.8,8091.12
2012,Massachusetts,Total,15621093000,979175000,6200945000,8440973000
2012,Massachusetts,Per Student,16930.08,1061.23,6720.56,9148.29
2012,Michigan,Total,17671139000,1866406000,9796808000,6007925000
2012,Michigan,Per Student,12432.98,1313.16,6892.79,4227.03
2012,Minnesota,Total,10526813000,740098000,6642440000,3144275000
2012,Minnesota,Per Student,13162.86,925.43,8305.79,3931.64
2012,Mississippi,Total,4466518000,795110000,2195720000,1475688000
2012,Mississippi,Per Student,9103.84,1620.63,4475.41,3007.81
2012,Missouri,Total,9949576000,994192000,4115324000,4840060000
2012,Missouri,Per Student,11138.99,1113.04,4607.29,5418.66
2012,Montana,Total,1612365000,214164000,761029000,637172000
2012,Montana,Per Student,11335.76,1505.68,5350.43,4479.65
2012,Nebraska,Total,3691601000,366016000,1166374000,2159211000
2012,Nebraska,Per Student,12266.86,1216.24,3875.76,7174.86
2012,Nevada,Total,4052404000,403548000,2401035000,1247821000
2012,Nevada,Per Student,9456.61,941.71,5603.01,2911.89
2012,New Hampshire,Total,2862014000,187243000,1029325000,1645446000
2012,New Hampshire,Per Student,15001.8,981.47,5395.41,8624.93
2012,New Jersey,Total,26616365000,1371038000,10401941000,14843386000
2012,New Jersey,Per Student,20007.79,1030.62,7819.24,11157.92
2012,New Mexico,Total,3478709000,491732000,2380982000,605995000
2012,New Mexico,Per Student,10583.56,1496.04,7243.85,1843.67
2012,New York,Total,58757633000,3769627000,23314292000,31673714000
2012,New York,Per Student,22238.46,1426.72,8823.94,11987.8
2012,North Carolina,Total,12788659000,1831015000,7648102000,3309542000
2012,North Carolina,Per Student,8746.34,1252.26,5230.64,2263.44
2012,North Dakota,Total,1304100000,160050000,658255000,485795000
2012,North Dakota,Per Student,13367.84,1640.61,6747.53,4979.7
2012,Ohio,Total,22035362000,2007733000,9336277000,10691352000
2012,Ohio,Per Student,13511.46,1231.08,5724.74,6555.63
2012,Oklahoma,Total,5823118000,773014000,2869071000,2181033000
2012,Oklahoma,Per Student,8767.12,1163.83,4319.59,3283.7
2012,Oregon,Total,6075478000,550894000,3038052000,2486532000
2012,Oregon,Per Student,10724.11,972.41,5362.61,4389.09
2012,Pennsylvania,Total,26455893000,2145208000,9561500000,14749185000
2012,Pennsylvania,Per Student,16084.97,1304.27,5813.31,8967.38
2012,Rhode Island,Total,2194831000,204682000,779000000,1211149000
2012,Rhode Island,Per Student,15974.02,1489.68,5669.58,8814.77
2012,South Carolina,Total,7875144000,848254000,3586738000,3440152000
2012,South Carolina,Per Student,11002.74,1185.14,5011.2,4806.4
2012,South Dakota,Total,1296353000,212615000,395054000,688684000
2012,South Dakota,Per Student,10149.48,1664.62,3092.98,5391.89
2012,Tennessee,Total,8948633000,1257953000,4017946000,3672734000
2012,Tennessee,Per Student,8960.84,1259.67,4023.43,3677.74
2012,Texas,Total,49815063000,6140296000,19801928000,23872839000
2012,Texas,Per Student,10282.29,1267.41,4087.3,4927.57
2012,Utah,Total,4213226000,426702000,2158049000,1628475000
2012,Utah,Per Student,7606.84,770.4,3896.29,2940.16
2012,Vermont,Total,1572228000,124451000,1372320000,75457000
2012,Vermont,Per Student,17872.73,1414.73,15600.22,857.78
2012,Virginia,Total,14692768000,1365551000,5564504000,7762713000
2012,Virginia,Per Student,11685.67,1086.07,4425.64,6173.96
2012,Washington,Total,11867897000,1057045000,7001110000,3809742000
2012,Washington,Per Student,11358.4,1011.67,6700.55,3646.19
2012,West Virginia,Total,3958439000,432223000,2014017000,1512199000
2012,West Virginia,Per Student,14032.64,1532.23,7139.68,5360.73
2012,Wisconsin,Total,10862147000,907311000,4786356000,5168480000
2012,Wisconsin,Per Student,12581.92,1050.96,5544.17,5986.79
2012,Wyoming,Total,1660037000,144728000,851896000,663413000
2012,Wyoming,Per Student,18446.09,1608.2,9466.14,7371.75
2013,United States,Total,597734502000,54388642000,273802559000,269543301000
2013,United States,Per Student,12376.07,1126.11,5669.07,5580.88
2013,Alabama,Total,7153244000,811739000,3898347000,2443158000
