Year,State,Format,Total Salary,Total Benefits
2010,Rhode Island,Total - Inflation Adjusted,1382160743.3213272,590136807.8558962
2010,Rhode Island,Per Student - Inflation Adjusted,9800.95615622189,4184.680043140332
2010,Rhode Island,Percent,0.700787294657989,0.29921270534201105
2011,Rhode Island,Total - Inflation Adjusted,1360114594.277397,566387675.437946
2011,Rhode Island,Per Student - Inflation Adjusted,9773.954644898544,4070.136030727541
2011,Rhode Island,Percent,0.7060019234131841,0.29399807658681587
2012,Rhode Island,Total - Inflation Adjusted,1299895376.2258105,574803266.8844908
2012,Rhode Island,Per Student - Inflation Adjusted,9460.662734038367,4183.424607257194
2012,Rhode Island,Percent,0.693389194703003,0.3066108052969969
2013,Rhode Island,Total - Inflation Adjusted,1290481723.7933025,561479136.3925949
2013,Rhode Island,Per Student - Inflation Adjusted,9460.94051532905,4116.3877191743195
2013,Rhode Island,Percent,0.6968190171087155,0.3031809828912845
2014,Rhode Island,Total - Inflation Adjusted,1287699441.2663994,566698769.8083739
2014,Rhode Island,Per Student - Inflation Adjusted,9532.587705935171,4195.154457112886
2014,Rhode Island,Percent,0.6944031722561572,0.3055968277438429
2015,Rhode Island,Total - Inflation Adjusted,1296128635.9675808,592180670.3661835
2015,Rhode Island,Per Student - Inflation Adjusted,9631.345589685185,4400.413979507308
2015,Rhode Island,Percent,0.6863961388585462,0.3136038611414538
2016,Rhode Island,Total - Inflation Adjusted,1314774651.0568132,608264857.2223008
2016,Rhode Island,Per Student - Inflation Adjusted,9822.30151343467,4544.171178867623
2016,Rhode Island,Percent,0.6836961113424564,0.31630388865754344
2017,Rhode Island,Total - Inflation Adjusted,1324210320.2241251,614520733.1416246
2017,Rhode Island,Per Student - Inflation Adjusted,9939.282061931308,4612.480863776409
2017,Rhode Island,Percent,0.6830294111218773,0.31697058887812274
2018,Rhode Island,Total - Inflation Adjusted,1312636765.915452,607450542.2497747
2018,Rhode Island,Per Student - Inflation Adjusted,9847.899225904408,4557.32805125508
2018,Rhode Island,Percent,0.6836337279814358,0.31636627201856427
2019,Rhode Island,Total - Inflation Adjusted,1323049083.1396525,626148473.9107968
2019,Rhode Island,Per Student - Inflation Adjusted,9940.93507057576,4704.659418366745
2019,Rhode Island,Percent,0.6787662377297975,0.3212337622702025
2020,Rhode Island,Total - Inflation Adjusted,1318269000,650038000
2020,Rhode Island,Per Student - Inflation Adjusted,9939.52,4901.18
2020,Rhode Island,Percent,0.6697473838835095,0.3302526161164905
2002,South Carolina,Total - Inflation Adjusted,4405386950.12668,1229579394.043577
2002,South Carolina,Per Student - Inflation Adjusted,6536.990116176427,1824.5234706408748
2002,South Carolina,Percent,0.7817950719451794,0.21820492805482067
2003,South Carolina,Total - Inflation Adjusted,4386312592.071518,1240015329.7542417
2003,South Carolina,Per Student - Inflation Adjusted,6341.222853816077,1792.669834063856
2003,South Carolina,Percent,0.7796049317524119,0.22039506824758814
2004,South Carolina,Total - Inflation Adjusted,4349153849.685514,1234874640.6792412
2004,South Carolina,Per Student - Inflation Adjusted,6245.614243150604,1773.346863640952
2004,South Carolina,Percent,0.7788557844308487,0.22114421556915131
2005,South Carolina,Total - Inflation Adjusted,4471768119.222743,1249019610.5033906
2005,South Carolina,Per Student - Inflation Adjusted,6377.747184546166,1781.382288536776
2005,South Carolina,Percent,0.7816700550697748,0.2183299449302252
2006,South Carolina,Total - Inflation Adjusted,4588660427.514152,1284618782.5129442
2006,South Carolina,Per Student - Inflation Adjusted,6564.35737593275,1837.724696789222
2006,South Carolina,Percent,0.7812774642185962,0.2187225357814037
2007,South Carolina,Total - Inflation Adjusted,4699973277.684555,1346780848.091979
2007,South Carolina,Per Student - Inflation Adjusted,6699.122152506956,1919.6384964872227
2007,South Carolina,Percent,0.7772720957610945,0.2227279042389055
2008,South Carolina,Total - Inflation Adjusted,4857133389.697615,1441876646.576973
2008,South Carolina,Per Student - Inflation Adjusted,6834.443967871922,2028.8528773313049
2008,South Carolina,Percent,0.7710950098180103,0.22890499018198968
2009,South Carolina,Total - Inflation Adjusted,4993988889.513438,1482666711.0047958
2009,South Carolina,Per Student - Inflation Adjusted,6991.548488023493,2075.7187727732835
2009,South Carolina,Percent,0.7710755938839634,0.22892440611603657
2010,South Carolina,Total - Inflation Adjusted,4807442196.321136,1457463240.1977384
2010,South Carolina,Per Student - Inflation Adjusted,6718.152998969396,2036.7340324668503
2010,South Carolina,Percent,0.7673603297045944,0.23263967029540555
2011,South Carolina,Total - Inflation Adjusted,4546507881.939477,1437497292.3950963
2011,South Carolina,Per Student - Inflation Adjusted,6372.018462635861,2014.678114910745
2011,South Carolina,Percent,0.7597769161812091,0.24022308381879087
2012,South Carolina,Total - Inflation Adjusted,4438795117.116413,1446452097.0156465
2012,South Carolina,Per Student - Inflation Adjusted,6201.653345982372,2020.908268670884
2012,South Carolina,Percent,0.7542240042240043,0.24577599577599582
2013,South Carolina,Total - Inflation Adjusted,4562190739.073263,1548693257.6719842
2013,South Carolina,Per Student - Inflation Adjusted,6316.644453907042,2144.263259015961
2013,South Carolina,Percent,0.7465681778160916,0.25343182218390836
2014,South Carolina,Total - Inflation Adjusted,4579283937.724744,1603058338.9211833
2014,South Carolina,Per Student - Inflation Adjusted,6278.274469953912,2197.814289126299
2014,South Carolina,Percent,0.7407041913321356,0.2592958086678645
2015,South Carolina,Total - Inflation Adjusted,4649679060.832532,1662735408.6878572
2015,South Carolina,Per Student - Inflation Adjusted,6305.492130451385,2254.858465365181
2015,South Carolina,Percent,0.7365927434716134,0.2634072565283866
2016,South Carolina,Total - Inflation Adjusted,4742731173.918045,1741159274.1699336
2016,South Carolina,Per Student - Inflation Adjusted,6380.46750722138,2342.412498102614
2016,South Carolina,Percent,0.7314634046699111,0.268536595330089
2017,South Carolina,Total - Inflation Adjusted,4799164225.06263,1787492839.7659154
2017,South Carolina,Per Student - Inflation Adjusted,6417.125915195673,2390.114418225719
2017,South Carolina,Percent,0.7286193713647394,0.2713806286352605
2018,South Carolina,Total - Inflation Adjusted,4795729788.560703,1900345868.0014427
2018,South Carolina,Per Student - Inflation Adjusted,6394.0285115352135,2533.6852768189447
2018,South Carolina,Percent,0.7161999883862725,0.2838000116137274
2019,South Carolina,Total - Inflation Adjusted,4775640120.6278105,1973698917.487738
2019,South Carolina,Per Student - Inflation Adjusted,6362.744974125544,2629.6271244396685
2019,South Carolina,Percent,0.707571362081509,0.2924286379184911
2020,South Carolina,Total - Inflation Adjusted,4951203000,2091631000
2020,South Carolina,Per Student - Inflation Adjusted,6560.91,2771.65
2020,South Carolina,Percent,0.7030128924968069,0.2969871075031931
2002,South Dakota,Total - Inflation Adjusted,737697962.8100657,176539165.14985234
2002,South Dakota,Per Student - Inflation Adjusted,5802.744758484051,1388.6663695437478
2002,South Dakota,Percent,0.80689932131239706,0.19310067868760286
2003,South Dakota,Total - Inflation Adjusted,738677855.6091386,186773587.88489798
2003,South Dakota,Per Student - Inflation Adjusted,5787.743230550044,1463.4275902039396
2003,South Dakota,Percent,0.7981805109299892,0.20181948907001077
2004,South Dakota,Total - Inflation Adjusted,742347255.1537809,191180621.24679723
2004,South Dakota,Per Student - Inflation Adjusted,5931.564773636602,1527.587048999702
2004,South Dakota,Percent,0.7952063337330216,0.20479366626697826
2005,South Dakota,Total - Inflation Adjusted,736334204.5644237,193221632.2822118
2005,South Dakota,Per Student - Inflation Adjusted,5895.8674056468435,1547.1392745305163
2005,South Dakota,Percent,0.7921351758757726,0.20786482412422735
2006,South Dakota,Total - Inflation Adjusted,723006152.7880021,192279185.1275869
2006,South Dakota,Per Student - Inflation Adjusted,5940.009982886102,1579.7040421346783
2006,South Dakota,Percent,0.789924984264237,0.210075015735763
2007,South Dakota,Total - Inflation Adjusted,729077687.5649154,196916153.45619068
2007,South Dakota,Per Student - Inflation Adjusted,6017.572212376048,1625.2858601527594
2007,South Dakota,Percent,0.7873458011742199,0.21265419882578007
2008,South Dakota,Total - Inflation Adjusted,740769389.6976151,200066862.5935356
2008,South Dakota,Per Student - Inflation Adjusted,6091.55377098647,1645.199464732809
2008,South Dakota,Percent,0.7873527286436898,0.21264727135631026
2009,South Dakota,Total - Inflation Adjusted,773495358.3024648,212266701.4697692
2009,South Dakota,Per Student - Inflation Adjusted,6108.6051156457825,1676.3530794055787
2009,South Dakota,Percent,0.7846676838327558,0.21533231616724424
2010,South Dakota,Total - Inflation Adjusted,776296401.5997312,215346506.8289926
2010,South Dakota,Per Student - Inflation Adjusted,6282.847714795819,1742.8827884497978
2010,South Dakota,Percent,0.7828381120266905,0.21716188797330951
2011,South Dakota,Total - Inflation Adjusted,778216861.571331,218018312.30970863
2011,South Dakota,Per Student - Inflation Adjusted,6195.352544327117,1735.6320857085861
2011,South Dakota,Percent,0.7811580570796324,0.21884194292036757
2012,South Dakota,Total - Inflation Adjusted,735187266.6768472,209129963.34048912
2012,South Dakota,Per Student - Inflation Adjusted,5755.9695043802885,1637.3284692281152
2012,South Dakota,Percent,0.7785388232595482,0.22146117674045185
2013,South Dakota,Total - Inflation Adjusted,736206354.8583902,213187709.30214274
2013,South Dakota,Per Student - Inflation Adjusted,5650.259828488393,1636.1747244987257
2013,South Dakota,Percent,0.7754491977385612,0.2245508022614388
2014,South Dakota,Total - Inflation Adjusted,753368193.2611737,223465528.18429795
2014,South Dakota,Per Student - Inflation Adjusted,5766.17919704752,1710.3745632029581
2014,South Dakota,Percent,0.7712349007244138,0.22876509927558625
2015,South Dakota,Total - Inflation Adjusted,775927029.9000998,226154382.73743483
2015,South Dakota,Per Student - Inflation Adjusted,5841.245373824534,1702.5062468126375
2015,South Dakota,Percent,0.7743157075645025,0.2256842924354975
2016,South Dakota,Total - Inflation Adjusted,789766054.9408056,232949718.4049963
2016,South Dakota,Per Student - Inflation Adjusted,5891.802129704198,1737.844055596218
2016,South Dakota,Percent,0.7722248170636774,0.22777518293632257
2017,South Dakota,Total - Inflation Adjusted,859406481.4584918,250528941.50747067
2017,South Dakota,Per Student - Inflation Adjusted,6313.729215612813,1840.541824185342
2017,South Dakota,Percent,0.7742849342139476,0.22571506578605233
2018,South Dakota,Total - Inflation Adjusted,862610730.047374,252802412.8536683
2018,South Dakota,Per Student - Inflation Adjusted,6273.257348180299,1838.4838256730804
2018,South Dakota,Percent,0.7733552160664254,0.22664478393357465
2019,South Dakota,Total - Inflation Adjusted,863687431.3208064,250704413.32722244
2019,South Dakota,Per Student - Inflation Adjusted,6229.353306186562,1808.2083239259077
2019,South Dakota,Percent,0.7750302383808153,0.22496976161918467
2020,South Dakota,Total - Inflation Adjusted,872090000,253581000
2020,South Dakota,Per Student - Inflation Adjusted,6243.26,1815.38
2020,South Dakota,Percent,0.7747287383479098,0.2252712616520902
2002,Tennessee,Total - Inflation Adjusted,5165410604.164094,1142735761.9302645
2002,Tennessee,Per Student - Inflation Adjusted,5754.038622716736,1272.9586120864435
2002,Tennessee,Percent,0.8188474294849929,0.1811525705150072
2003,Tennessee,Total - Inflation Adjusted,5220004873.537137,1227734620.9028904
2003,Tennessee,Per Student - Inflation Adjusted,5767.581505364956,1356.5294733501387
2003,Tennessee,Percent,0.8095861396035127,0.19041386039648733
2004,Tennessee,Total - Inflation Adjusted,5337650751.113626,1324860775.981706
2004,Tennessee,Per Student - Inflation Adjusted,5855.022300148663,1453.284033829451
2004,Tennessee,Percent,0.8011462618811179,0.19885373811888207
2005,Tennessee,Total - Inflation Adjusted,5445962187.356546,1498541968.5824206
2005,Tennessee,Per Student - Inflation Adjusted,5786.865356846636,1592.3398286254562
2005,Tennessee,Percent,0.7842125556068835,0.21578744439311653
2006,Tennessee,Total - Inflation Adjusted,5377287781.5809,1482848012.9095047
2006,Tennessee,Per Student - Inflation Adjusted,5637.774581927235,1554.6804872651644
2006,Tennessee,Percent,0.7838456448724496,0.21615435512755046
2007,Tennessee,Total - Inflation Adjusted,5510072621.839971,1562888596.8071449
2007,Tennessee,Per Student - Inflation Adjusted,5631.900051773046,1597.4425435055261
2007,Tennessee,Percent,0.7790334982120223,0.22096650178797772
2008,Tennessee,Total - Inflation Adjusted,5643910318.705003,1626990906.9745467
2008,Tennessee,Per Student - Inflation Adjusted,5859.152194792709,1689.0375823633337
2008,Tennessee,Percent,0.7762327614661911,0.22376723853380884
2009,Tennessee,Total - Inflation Adjusted,5757383843.560172,1675970733.4986632
2009,Tennessee,Per Student - Inflation Adjusted,5929.897357899309,1726.1898907207926
2009,Tennessee,Percent,0.7745336704421815,0.22546632955781862
2010,Tennessee,Total - Inflation Adjusted,5774949613.001388,1724192766.8828838
2010,Tennessee,Per Student - Inflation Adjusted,5944.844009847212,1774.9170605073962
2010,Tennessee,Percent,0.7700813478122497,0.22991865218775032
2011,Tennessee,Total - Inflation Adjusted,5779175124.121536,1881216207.704606
2011,Tennessee,Per Student - Inflation Adjusted,5858.965739136343,1907.1888908330397
2011,Tennessee,Percent,0.7544230083350068,0.24557699166499328
2012,Tennessee,Total - Inflation Adjusted,5657065453.696602,1849291724.5702655
2012,Tennessee,Per Student - Inflation Adjusted,5664.786343991632,1851.8152312533095
2012,Tennessee,Percent,0.7536366384840659,0.24636336151593416
2013,Tennessee,Total - Inflation Adjusted,5686179709.8725395,1808807191.0135603
2013,Tennessee,Per Student - Inflation Adjusted,5729.368958695848,1822.5453837450198
2013,Tennessee,Percent,0.7586644523359423,0.2413355476640578
2014,Tennessee,Total - Inflation Adjusted,5619900201.6275215,1850537844.349097
2014,Tennessee,Per Student - Inflation Adjusted,5661.8967436667235,1864.362248956334
2014,Tennessee,Percent,0.7522856639953915,0.24771433600460846
2015,Tennessee,Total - Inflation Adjusted,5622079640.250829,1866441106.734021
2015,Tennessee,Per Student - Inflation Adjusted,5653.000798356645,1876.7061268076093
2015,Tennessee,Percent,0.7507597380004706,0.24924026199952934
2016,Tennessee,Total - Inflation Adjusted,5733518260.759271,1858313915.161407
2016,Tennessee,Per Student - Inflation Adjusted,5737.736255465764,1859.675638490871
2016,Tennessee,Percent,0.7552224804383515,0.24477751956164848
2017,Tennessee,Total - Inflation Adjusted,5827329004.785226,1911281577.8648846
2017,Tennessee,Per Student - Inflation Adjusted,5823.472169010773,1910.0136351528874
2017,Tennessee,Percent,0.7530203476775572,0.24697965232244276
2018,Tennessee,Total - Inflation Adjusted,5932399195.369188,1956398493.8782458
2018,Tennessee,Per Student - Inflation Adjusted,5926.714199758998,1954.5269970559964
2018,Tennessee,Percent,0.7520026416846791,0.24799735831532085
2019,Tennessee,Total - Inflation Adjusted,5963622394.099507,2003747851.5950801
2019,Tennessee,Per Student - Inflation Adjusted,5933.658791650888,1993.6827792781246
2019,Tennessee,Percent,0.7485055032081224,0.2514944967918776
2020,Tennessee,Total - Inflation Adjusted,6037204000,2018458000
2020,Tennessee,Per Student - Inflation Adjusted,5959.24,1992.39
2020,Tennessee,Percent,0.7494362791025236,0.25056372089747636
2002,Texas,Total - Inflation Adjusted,27743728269.29303,4294129602.110078
2002,Texas,Per Student - Inflation Adjusted,6746.500143999719,1044.2144980366295
2002,Texas,Percent,0.8659667891822962,0.13403321081770378
2003,Texas,Total - Inflation Adjusted,29229297900.027126,4743045143.354437
2003,Texas,Per Student - Inflation Adjusted,6956.247308831405,1128.7881641290944
2003,Texas,Percent,0.8603855025863275,0.13961449741367254
2004,Texas,Total - Inflation Adjusted,28920402038.94647,4920583434.222555
2004,Texas,Per Student - Inflation Adjusted,6777.2229410831,1153.0998525416378
2004,Texas,Percent,0.8545961012496709,0.14540389875032902
2005,Texas,Total - Inflation Adjusted,28938637478.40636,4846795828.171622
2005,Texas,Per Student - Inflation Adjusted,6676.2345727960355,1118.1768901669275
2005,Texas,Percent,0.8565412032094769,0.1434587967905231
2006,Texas,Total - Inflation Adjusted,29314557848.743,4939038044.345236
2006,Texas,Per Student - Inflation Adjusted,6587.143682744162,1109.8302216546172
2006,Texas,Percent,0.8558095382108084,0.14419046178919162
2007,Texas,Total - Inflation Adjusted,30333620871.443127,5144392441.56027
2007,Texas,Per Student - Inflation Adjusted,6720.146440495903,1139.6979136454495
2007,Texas,Percent,0.8549973940584533,0.14500260594154674
2008,Texas,Total - Inflation Adjusted,31724086419.398724,5428882346.379509
2008,Texas,Per Student - Inflation Adjusted,6924.368623360763,1184.9539209151376
2008,Texas,Percent,0.8538775693721102,0.14612243062788974
2009,Texas,Total - Inflation Adjusted,32678723516.75101,5598647966.2116165
2009,Texas,Per Student - Inflation Adjusted,7031.90455913901,1204.7371939724326
2009,Texas,Percent,0.8537344187007606,0.14626558129923956
2010,Texas,Total - Inflation Adjusted,33622855050.9278,5808029538.770833
2010,Texas,Per Student - Inflation Adjusted,7110.2078617358275,1228.221764010528
2010,Texas,Percent,0.8527034682623956,0.1472965317376043
2011,Texas,Total - Inflation Adjusted,33228909856.97655,5817016312.091291
2011,Texas,Per Student - Inflation Adjusted,6922.406118015121,1211.8257845728824
2011,Texas,Percent,0.85102148560734725,0.1489785143926528
2012,Texas,Total - Inflation Adjusted,30653581760.351955,5307084924.68694
2012,Texas,Per Student - Inflation Adjusted,6327.184236223568,1095.4302823182238
2012,Texas,Percent,0.8524198879543288,0.14758011204567126
2013,Texas,Total - Inflation Adjusted,30865496207.76435,5189040812.9418545
2013,Texas,Per Student - Inflation Adjusted,6302.268051186276,1059.528650015338
2013,Texas,Percent,0.8560774369329707,0.14392256306702936
2014,Texas,Total - Inflation Adjusted,31678784644.747196,5240466442.197293
2014,Texas,Per Student - Inflation Adjusted,6400.44642767321,1058.7980875594176
2014,Texas,Percent,0.8580555865413406,0.1419444134586594
2015,Texas,Total - Inflation Adjusted,32897077178.94088,5760339448.90481
2015,Texas,Per Student - Inflation Adjusted,6573.015315891399,1150.9475752953283
2015,Texas,Percent,0.8509900174936632,0.14900998250633674
2016,Texas,Total - Inflation Adjusted,34229772157.461163,5988930474.783764
2016,Texas,Per Student - Inflation Adjusted,6773.758257888218,1185.1528444518071
2016,Texas,Percent,0.8510910815295629,0.14890891847043705
2017,Texas,Total - Inflation Adjusted,34367826803.213234,6065130812.298108
2017,Texas,Per Student - Inflation Adjusted,6755.664498993418,1192.2159996913272
2017,Texas,Percent,0.8499957315804357,0.1500042684195643
2018,Texas,Total - Inflation Adjusted,34681878205.85455,6204132239.237057
2018,Texas,Per Student - Inflation Adjusted,6788.867683214343,1214.4407273864865
2018,Texas,Percent,0.8482576623215105,0.15174233767848955
2019,Texas,Total - Inflation Adjusted,34637260062.69003,6222190526.119256
2019,Texas,Per Student - Inflation Adjusted,6765.154854718565,1215.285356703713
2019,Texas,Percent,0.8477170025076695,0.1522829974923306
2020,Texas,Total - Inflation Adjusted,36180067000,6686632000
2020,Texas,Per Student - Inflation Adjusted,7008.53,1295.28
2020,Texas,Percent,0.8440137719914111,0.15598622800858883
2002,United States,Total - Inflation Adjusted,342141311919.1363,89955097896.56685
2002,United States,Per Student - Inflation Adjusted,7253.618668165832,1907.1058573747227
2002,United States,Percent,0.7918171371644659,0.20818286283553414
2003,United States,Total - Inflation Adjusted,348731122683.6678,96753157777.39268
2003,United States,Per Student - Inflation Adjusted,7321.263545801791,2031.2337652132655
2003,United States,Percent,0.7828137557632926,0.21718624423670743
2004,United States,Total - Inflation Adjusted,348113535448.0094,103524982389.78102
2004,United States,Per Student - Inflation Adjusted,7267.84402227517,2161.3675767225836
2004,United States,Percent,0.7707796082386867,0.2292203917613132
2005,United States,Total - Inflation Adjusted,350731964217.1322,110185171961.58449
2005,United States,Per Student - Inflation Adjusted,7294.7493995696395,2291.7003020344287
2005,United States,Percent,0.7609437932323406,0.2390562067676594
2006,United States,Total - Inflation Adjusted,352597894134.1188,113997438470.66852
2006,United States,Per Student - Inflation Adjusted,7288.010132205752,2356.2618955504104
2006,United States,Percent,0.7556827629115913,0.2443172370884087
2007,United States,Total - Inflation Adjusted,361621779283.7437,120461367997.85165
2007,United States,Per Student - Inflation Adjusted,7465.122170291311,2486.7396746639097
2007,United States,Percent,0.7501231715827644,0.24987682841723566
2008,United States,Total - Inflation Adjusted,366623874147.10956,125450503303.881
2008,United States,Per Student - Inflation Adjusted,7575.486814083727,2592.161142941837
2008,United States,Percent,0.745057937302921,0.25494206269707886
2009,United States,Total - Inflation Adjusted,371959104001.27124,130869923945.7815
2009,United States,Per Student - Inflation Adjusted,7710.766309038573,2712.953960455978
2009,United States,Percent,0.7397326587518326,0.2602673412481674
2010,United States,Total - Inflation Adjusted,370362745654.9223,129145044998.37955
2010,United States,Per Student - Inflation Adjusted,7677.05662023855,2676.980322797728
2010,United States,Percent,0.7414554016442678,0.25854459835573224
2011,United States,Total - Inflation Adjusted,358845220311.51044,130001111479.6178
2011,United States,Per Student - Inflation Adjusted,7433.201055733884,2692.875066394526
2011,United States,Percent,0.7340652949951844,0.26593470500481564
2012,United States,Total - Inflation Adjusted,345441554521.27954,128817208222.63113
2012,United States,Per Student - Inflation Adjusted,7164.983932580689,2671.864454974324
2012,United States,Percent,0.7283820640811538,0.2716179359188463
2013,United States,Total - Inflation Adjusted,341214941386.6647,130646375833.19351
2013,United States,Per Student - Inflation Adjusted,7064.840039278813,2705.0319142532144
2013,United States,Percent,0.7231251415454545,0.27687485845454557
2014,United States,Total - Inflation Adjusted,343307584886.16907,133688530870.21306
2014,United States,Per Student - Inflation Adjusted,7096.210197998628,2763.3591092668166
2014,United States,Percent,0.719728212952414,0.2802717870475861
2015,United States,Total - Inflation Adjusted,350156045897.67993,141117294347.2586
2015,United States,Per Student - Inflation Adjusted,7217.560307126462,2908.7738339204093
2015,United States,Percent,0.7127515452872765,0.28724845471272364
2016,United States,Total - Inflation Adjusted,360197038042.1681,147219424143.96973
2016,United States,Per Student - Inflation Adjusted,7414.372953160289,3030.3905440727835
2016,United States,Percent,0.7098650874310782,0.2901349125689218
2017,United States,Total - Inflation Adjusted,363650763811.6541,153222525921.51303
2017,United States,Per Student - Inflation Adjusted,7477.692144004201,3150.6892179256506
2017,United States,Percent,0.7035588853434251,0.2964411146565749
2018,United States,Total - Inflation Adjusted,363710049725.0026,155591689925.34802
2018,United States,Per Student - Inflation Adjusted,7484.286870832602,3201.7111425292633
2018,United States,Percent,0.7003825811565924,0.29961741884340753
2019,United States,Total - Inflation Adjusted,365722124135.845,160892839474.04657
2019,United States,Per Student - Inflation Adjusted,7617.3133694340895,3351.096140409095
2019,United States,Percent,0.6944774775776031,0.3055225224223968
2020,United States,Total - Inflation Adjusted,371859243000,163514953000
2020,United States,Per Student - Inflation Adjusted,7745.77,3405.99
2020,United States,Percent,0.6945782549122291,0.30542174508777087
2002,Utah,Total - Inflation Adjusted,2148974491.67325,732248305.0458843
2002,Utah,Per Student - Inflation Adjusted,4472.127207732062,1523.853693307043
2002,Utah,Percent,0.745854144891796,0.25414585510820403
2003,Utah,Total - Inflation Adjusted,2099840145.8395786,745526060.3724266
2003,Utah,Per Student - Inflation Adjusted,4346.907510402835,1543.3256672338425
2003,Utah,Percent,0.7379856415373582,0.26201435846264187
2004,Utah,Total - Inflation Adjusted,2097493248.9280422,787130891.980859
2004,Utah,Per Student - Inflation Adjusted,4304.2250627822905,1615.2576949922102
2004,Utah,Percent,0.72712857506498,0.27287142493502003
2005,Utah,Total - Inflation Adjusted,2109607024.6974437,841707325.2686489
2005,Utah,Per Student - Inflation Adjusted,4322.477453025561,1724.613184076682
2005,Utah,Percent,0.7148028221215625,0.28519717787843746
2006,Utah,Total - Inflation Adjusted,2107604059.358672,860816753.5461286
2006,Utah,Per Student - Inflation Adjusted,4244.86135453946,1733.7508564011641
2006,Utah,Percent,0.7100078086301586,0.2899921913698414
2007,Utah,Total - Inflation Adjusted,2175110064.9802556,908831568.5236535
2007,Utah,Per Student - Inflation Adjusted,4315.0208334149875,1802.9587399442462
2007,Utah,Percent,0.7053016084271942,0.2946983915728057
2008,Utah,Total - Inflation Adjusted,2349791165.2841024,978730032.9843067
2008,Utah,Per Student - Inflation Adjusted,4223.8579326850395,1759.3098296989851
2008,Utah,Percent,0.7059567941986005,0.2940432058013996
2009,Utah,Total - Inflation Adjusted,2459433454.064171,1017106034.1037432
2009,Utah,Per Student - Inflation Adjusted,4619.229971910557,1910.3032285305558
2009,Utah,Percent,0.707436478246025,0.2925635217539751
2010,Utah,Total - Inflation Adjusted,2404184580.3109384,1009471244.8710057
2010,Utah,Per Student - Inflation Adjusted,4384.018909093415,1840.7659457891884
2010,Utah,Percent,0.7042844068184418,0.29571559318155816
2011,Utah,Total - Inflation Adjusted,2254153538.787373,1016661152.3542727
2011,Utah,Per Student - Inflation Adjusted,4133.063080812875,1864.0814757200235
2011,Utah,Percent,0.689171828668126,0.310828171331874
2012,Utah,Total - Inflation Adjusted,2216667716.7633104,1003356206.4877049
2012,Utah,Per Student - Inflation Adjusted,4002.121053631343,1811.5318337995238
2012,Utah,Percent,0.6884004138403136,0.31159958615968636
2013,Utah,Total - Inflation Adjusted,2210414725.0851502,1036219531.1724832
2013,Utah,Per Student - Inflation Adjusted,3930.9176698432475,1842.7701915942625
2013,Utah,Percent,0.6808330765675551,0.31916692343244496
2014,Utah,Total - Inflation Adjusted,2325981529.939699,1084606489.3814178
2014,Utah,Per Student - Inflation Adjusted,4077.6464705369185,1901.4112591653225
2014,Utah,Percent,0.6819881417569097,0.3180118582430903
2015,Utah,Total - Inflation Adjusted,2417244277.991758,1147558151.109217
2015,Utah,Per Student - Inflation Adjusted,4211.865029834123,1999.531989151646
2015,Utah,Percent,0.6780865909810833,0.3219134090189168
2016,Utah,Total - Inflation Adjusted,2501293538.341112,1229980646.87268
2016,Utah,Per Student - Inflation Adjusted,4310.9720091627805,2119.871702118479
2016,Utah,Percent,0.6703586967290607,0.3296413032709394
2017,Utah,Total - Inflation Adjusted,2549688613.0499973,1232902542.6687796
2017,Utah,Per Student - Inflation Adjusted,4335.325125316994,2096.346085872494
2017,Utah,Percent,0.674058885002489,0.32594111499751105
2018,Utah,Total - Inflation Adjusted,2683123002.0251355,1263596291.290102
2018,Utah,Per Student - Inflation Adjusted,4527.7055226059565,2132.29327416108
2018,Utah,Percent,0.6798357868778956,0.3201642131221043
2019,Utah,Total - Inflation Adjusted,2799007419.4449406,1301310843.0800507
2019,Utah,Per Student - Inflation Adjusted,4676.936787812675,2174.392883684992
2019,Utah,Percent,0.6826319870826358,0.31736801291736416
2020,Utah,Total - Inflation Adjusted,2965559000,1368767000
2020,Utah,Per Student - Inflation Adjusted,4886.57,2255.42
2020,Utah,Percent,0.6842028622274744,0.3157971377725256
2002,Vermont,Total - Inflation Adjusted,853498136.2972873,238584977.2355313
2002,Vermont,Per Student - Inflation Adjusted,8754.541634049663,2447.2197922222226
2002,Vermont,Percent,0.781532591250991,0.21846740874900905
2003,Vermont,Total - Inflation Adjusted,873881508.7178835,254861443.41359907
2003,Vermont,Per Student - Inflation Adjusted,9089.490643656676,2650.892449983819
2003,Vermont,Percent,0.7742073296211476,0.22579267037885234
2004,Vermont,Total - Inflation Adjusted,890578660.0596566,282549138.22684795
2004,Vermont,Per Student - Inflation Adjusted,9390.421969124689,2979.2536962663776
2004,Vermont,Percent,0.7591486004275773,0.24085139957242271
2005,Vermont,Total - Inflation Adjusted,911372276.649713,291891167.2470005
2005,Vermont,Per Student - Inflation Adjusted,9694.525729551382,3104.9344991653625
2005,Vermont,Percent,0.7574167626069761,0.24258323739302395
2006,Vermont,Total - Inflation Adjusted,907762752.9710947,303215651.8421286
2006,Vermont,Per Student - Inflation Adjusted,9830.661948342367,3283.685274086426
2006,Vermont,Percent,0.7496112297171369,0.250388770282863
2007,Vermont,Total - Inflation Adjusted,917422788.3637414,331355635.28479457
2007,Vermont,Per Student - Inflation Adjusted,10084.889623993198,3642.4704985743124
2007,Vermont,Percent,0.7346561563147045,0.2653438436852955
2008,Vermont,Total - Inflation Adjusted,923681413.6342376,329948983.9359611
